p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1,5,1,34,34,11,1,1,1,1,1,1,1
1,1,1,8,36,5,1,1,1,1,1,1,1
1,1,1,1,29,1,1,1,1,1,1,1,1
1,2,1,30,44,30,1,1,1,1,1,1,1
1,3,1,20,13,3,6,1,1,1,1,1,1
1,2,2,55,114,8,2,1,1,1,1,1,2
1,1,2,1,1,1,2,1,1,1,1,1,2
1,4,2,1,231,1,2,1,1,1,1,1,2
1,2,1,1,151,6,3,1,1,1,1,1,1
1,1,1,1,50,1,1,1,1,1,1,1,1
1,7,1,57,18,5,2,1,1,1,1,1,1
1,1,1,55,55,18,1,1,1,1,1,1,1
1,2,1,38,102,18,1,1,1,1,4,1,1
1,2,1,57,176,9,1,1,1,1,1,1,1
1,1,1,1,20,2,1,1,1,1,1,1,1
1,3,1,1,256,1,1,1,1,1,1,1,1
1,1,1,1,281,2,1,1,1,1,1,1,1
1,1,1,1,178,8,1,1,1,1,1,1,1
1,5,1,1,9,4,1,1,1,1,1,1,1
1,1,1,1,4,1,1,1,1,1,1,1,1
1,5,1,24,70,17,1,1,1,1,1,1,1
1,1,1,1,241,5,2,1,1,1,1,1,1
1,1,1,76,142,21,1,1,1,1,1,1,1
1,2,2,5,76,5,2,1,1,1,1,1,2
1,4,1,6,60,6,1,1,1,1,1,1,1
1,2,1,1,164,14,2,1,1,1,1,1,1
1,1,2,22,109,2,2,1,1,1,1,1,2
1,3,1,72,33,22,1,1,1,1,1,1,1
1,3,1,1,66,2,4,1,1,1,1,1,1
1,7,1,86,39,7,1,1,1,1,1,1,1
1,6,2,80,80,5,5,1,1,1,1,1,2
1,4,1,1,53,1,2,1,1,1,1,1,1
1,5,2,45,30,24,4,1,1,1,1,1,2
1,2,1,1,299,2,2,1,1,1,1,1,1
1,2,1,1,97,1,1,1,1,1,4,1,1
1,2,1,41,119,15,4,1,1,1,1,1,1
1,1,1,1,55,6,2,1,1,1,1,1,1
1,2,1,1,31,3,3,1,1,1,1,1,1
1,1,1,8,60,8,1,1,1,1,1,1,1
1,9,1,1,19,1,2,1,1,1,1,1,1
1,2,3,20,20,20,3,1,1,1,1,1,3
1,1,1,1,28,4,1,1,1,1,1,1,1
1,1,2,124,17,11,5,1,1,1,1,1,2
1,1,1,1,89,3,2,1,1,1,1,1,1
1,4,2,1,129,1,2,1,1,1,1,1,2
1,2,1,70,79,17,4,1,1,1,1,1,1
1,2,2,65,124,15,3,1,1,1,1,1,2
1,1,2,1,14,2,2,1,1,1,1,1,2
1,5,1,1,184,1,1,1,1,1,1,1,1
1,4,1,33,75,5,5,1,1,1,1,1,1
1,1,3,50,49,17,3,1,1,1,1,1,3
1,1,1,94,77,5,1,1,1,1,1,1,1
1,1,1,1,68,4,4,1,1,1,1,1,1
1,1,1,70,58,12,1,1,1,1,1,1,1
1,1,2,7,1,7,3,1,1,1,1,1,2
1,2,1,1,206,15,4,1,1,1,1,1,1
1,1,1,1,168,1,1,1,1,1,1,1,1
1,2,1,43,75,12,1,1,1,1,1,1,1
1,4,2,5,62,5,4,1,1,1,1,1,2
1,1,2,10,10,3,3,1,1,1,1,1,2
1,5,1,1,49,1,1,1,1,1,1,1,1
1,1,1,68,50,13,1,1,1,1,1,1,1
1,3,2,25,29,3,2,1,1,1,1,1,2
1,1,1,1,79,6,3,1,1,1,1,1,1
1,3,1,12,12,12,2,1,1,1,1,1,1
1,3,1,37,37,16,1,1,1,1,1,1,1
1,1,2,69,69,4,4,1,1,1,1,1,2
1,1,1,43,192,20,8,1,1,1,1,1,1
1,2,2,39,122,20,3,1,1,1,1,1,2
1,1,1,1,8,2,2,1,1,1,1,1,1
1,2,1,101,133,9,5,1,1,1,1,1,1
1,2,1,1,8,1,1,1,1,1,1,1,1
1,1,1,1,67,2,2,1,1,1,1,1,1
1,1,1,13,3,6,1,1,1,1,1,1,1
1,5,1,1,186,2,2,1,1,1,1,1,1
1,4,1,1,20,7,1,1,1,1,1,1,1
1,4,1,14,34,14,3,1,1,1,1,1,1
1,5,3,2,65,2,3,1,1,1,6,1,3
1,3,2,95,95,2,2,1,1,1,1,1,2
1,1,1,1,31,5,1,1,1,1,1,1,1
1,2,3,17,14,9,8,1,1,1,1,1,3
1,2,1,1,111,5,3,1,1,1,1,1,1
1,5,1,1,45,1,1,1,1,1,6,1,1
1,3,1,1,3,2,1,1,1,1,1,1,1
1,8,1,17,208,12,3,1,1,1,1,1,1
1,1,1,1,40,9,2,1,1,1,1,1,1
1,2,2,27,52,2,2,1,1,1,1,1,2
1,1,2,67,104,2,2,1,1,1,1,1,2
1,1,1,7,43,5,5,1,1,1,1,1,1
1,4,1,14,14,10,2,1,1,1,1,1,1
1,1,1,13,176,10,2,1,1,1,1,1,1
1,2,1,26,461,5,5,1,1,1,1,1,1
1,1,1,79,48,5,1,1,1,1,1,1,1
1,4,1,1,14,6,1,1,1,1,5,1,1
1,1,2,23,123,7,3,1,1,1,1,1,2
1,1,2,143,192,5,2,1,1,1,2,1,2
1,1,1,1,71,3,3,1,1,1,1,1,1
1,2,1,120,2,22,1,1,1,1,1,1,1
1,1,1,1,62,3,2,1,1,1,1,1,1
1,1,1,56,258,16,1,1,1,1,1,1,1
1,5,5,120,226,9,5,1,1,1,1,1,5
1,10,2,3,34,3,9,1,1,1,1,1,2
1,5,1,1,149,3,1,1,1,1,1,1,1
1,3,1,44,44,11,1,1,1,1,1,1,1
1,1,1,1,174,8,4,1,1,1,1,1,1
1,3,1,1,11,2,3,1,1,1,1,1,1
1,4,3,73,28,3,3,1,1,1,1,1,3
1,2,1,1,281,4,2,1,1,1,1,1,1
1,4,1,1,100,3,2,1,1,1,5,1,1
1,1,2,223,273,2,2,1,1,1,1,1,2
1,8,1,1,41,1,1,1,1,1,1,1,1
1,2,2,133,133,4,4,1,1,1,1,1,2
1,1,3,9,82,9,3,1,1,1,1,1,3
1,2,1,97,253,17,5,1,1,1,1,1,1
1,1,4,16,16,16,4,1,1,1,1,1,4
1,7,1,1,21,5,5,1,1,1,1,1,1
1,1,1,34,34,3,1,1,1,1,1,1,1
1,2,2,35,159,19,3,1,1,1,1,1,2
1,4,1,1,92,5,1,1,1,1,1,1,1
1,6,2,117,70,13,11,1,1,1,1,1,2
1,5,1,1,118,2,3,1,1,1,1,1,1
1,2,1,1,124,1,1,1,1,1,1,1,1
1,11,2,11,11,6,2,1,1,1,1,1,2
1,3,1,1,3,2,2,1,1,1,1,1,1
1,4,2,1,23,1,2,1,1,1,1,1,2
1,2,1,1,9,3,1,1,1,1,1,1,1
1,1,1,31,125,13,1,1,1,1,1,1,1
1,2,2,16,198,4,4,1,1,1,1,1,2
1,8,1,33,181,6,1,1,1,1,1,1,1
1,2,1,114,48,8,3,1,1,1,1,1,1
1,6,1,1,36,1,1,1,1,1,1,1,1
1,2,1,25,25,12,1,1,1,1,1,1,1
1,3,1,1,38,1,1,1,1,1,1,1,1
1,7,1,1,81,8,2,1,1,1,1,1,1
1,1,1,40,71,4,1,1,1,1,1,1,1
1,3,1,1,287,3,1,1,1,1,1,1,1
1,3,1,1,64,3,3,1,1,1,1,1,1
1,1,2,5,152,2,2,1,1,1,1,1,2
1,5,1,24,63,17,3,1,1,1,1,1,1
1,2,2,18,18,6,2,1,1,1,1,1,2
1,3,1,123,123,4,1,1,1,1,1,1,1
1,1,2,44,79,14,2,1,1,1,1,1,2
1,5,1,52,52,12,4,1,1,1,1,1,1
1,10,1,12,26,9,3,1,1,1,1,1,1
1,1,1,358,140,4,8,1,1,1,1,1,1
1,1,1,1,21,3,2,1,1,1,1,1,1
1,1,1,31,16,12,3,1,1,1,1,1,1
1,2,1,7,474,7,9,1,1,1,3,1,1
1,3,1,38,14,17,1,1,1,1,1,1,1
1,2,1,1,188,1,2,1,1,1,1,1,1
1,1,1,97,110,6,1,1,1,1,1,1,1
1,5,2,29,23,22,6,1,1,1,1,1,2
1,1,2,12,13,4,4,1,1,1,2,1,2
1,2,1,1,21,4,1,1,1,1,1,1,1
1,6,1,1,27,3,4,1,1,1,1,1,1
1,1,1,1,2,2,1,1,1,1,1,1,1
1,1,1,47,419,13,1,1,1,1,1,1,1
1,4,3,18,273,12,3,1,1,1,1,1,3
1,3,1,1,34,2,2,1,1,1,1,1,1
1,4,2,43,43,13,2,1,1,1,1,1,2
